1692277902.9458354
0 tensor(nan, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
8720 tensor(7.5237e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8730 tensor(7.4780e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8740 tensor(7.4326e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8750 tensor(7.3876e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8760 tensor(7.3430e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8770 tensor(7.2986e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8780 tensor(7.2546e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8790 tensor(7.2110e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8800 tensor(7.1677e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8810 tensor(7.1247e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8820 tensor(7.0821e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8830 tensor(7.0398e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8840 tensor(6.9978e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8850 tensor(6.9562e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8860 tensor(6.9148e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8870 tensor(6.8738e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8880 tensor(6.8331e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8890 tensor(6.7928e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8900 tensor(6.7527e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8910 tensor(6.7130e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8920 tensor(6.6735e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8930 tensor(6.6344e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8940 tensor(6.5956e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8950 tensor(6.5571e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8960 tensor(6.5189e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8970 tensor(6.4809e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8980 tensor(6.4433e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8990 tensor(6.4060e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9000 tensor(6.3690e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9010 tensor(6.3323e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9020 tensor(6.2958e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9030 tensor(6.2596e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9040 tensor(6.2238e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9050 tensor(6.1882e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9060 tensor(6.1529e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9070 tensor(6.1178e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9080 tensor(6.0831e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9090 tensor(6.0486e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9100 tensor(6.0144e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9110 tensor(5.9805e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9120 tensor(5.9468e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9130 tensor(5.9134e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9140 tensor(5.8803e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9150 tensor(5.8474e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9160 tensor(5.8148e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9170 tensor(5.7824e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9180 tensor(5.7503e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9190 tensor(5.7184e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9200 tensor(5.6869e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9210 tensor(5.6555e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9220 tensor(5.6244e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9230 tensor(5.5936e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9240 tensor(5.5629e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9250 tensor(5.5326e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9260 tensor(5.5024e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9270 tensor(5.4726e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9280 tensor(5.4429e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9290 tensor(5.4135e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9300 tensor(5.3843e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9310 tensor(5.3553e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9320 tensor(5.3266e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9330 tensor(5.2981e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9340 tensor(5.2698e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9350 tensor(5.2418e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9360 tensor(5.2139e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9370 tensor(5.1863e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9380 tensor(5.1589e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9390 tensor(5.1317e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9400 tensor(5.1048e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9410 tensor(5.0780e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9420 tensor(5.0515e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9430 tensor(5.0251e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9440 tensor(4.9990e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9450 tensor(4.9731e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9460 tensor(4.9473e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9470 tensor(4.9218e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9480 tensor(4.8965e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9490 tensor(4.8713e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9500 tensor(4.8464e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9510 tensor(4.8216e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9520 tensor(4.7971e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9530 tensor(4.7727e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9540 tensor(4.7485e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9550 tensor(4.7245e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9560 tensor(4.7007e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9570 tensor(4.6771e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9580 tensor(4.6537e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9590 tensor(4.6304e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9600 tensor(4.6073e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9610 tensor(4.5844e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9620 tensor(4.5617e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9630 tensor(4.5391e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9640 tensor(4.5167e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9650 tensor(4.4945e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9660 tensor(4.4724e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9670 tensor(4.4505e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9680 tensor(4.4288e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9690 tensor(4.4072e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9700 tensor(4.3858e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9710 tensor(4.3646e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9720 tensor(4.3435e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9730 tensor(4.3226e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9740 tensor(4.3018e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9750 tensor(4.2812e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9760 tensor(4.2607e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9770 tensor(4.2404e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9780 tensor(4.2202e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9790 tensor(4.2002e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9800 tensor(4.1803e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9810 tensor(4.1605e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9820 tensor(4.1410e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9830 tensor(4.1215e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9840 tensor(4.1022e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9850 tensor(4.0830e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9860 tensor(4.0640e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9870 tensor(4.0451e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9880 tensor(4.0263e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9890 tensor(4.0077e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9900 tensor(3.9892e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9910 tensor(3.9708e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9920 tensor(3.9526e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9930 tensor(3.9344e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9940 tensor(3.9164e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9950 tensor(3.8986e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9960 tensor(3.8808e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9970 tensor(3.8632e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9980 tensor(3.8457e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
9990 tensor(3.8283e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10000 tensor(3.8111e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10010 tensor(3.7939e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10020 tensor(3.7769e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10030 tensor(3.7600e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10040 tensor(3.7432e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10050 tensor(3.7265e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10060 tensor(3.7099e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10070 tensor(3.6934e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10080 tensor(3.6770e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10090 tensor(3.6608e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10100 tensor(3.6446e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10110 tensor(3.6286e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10120 tensor(3.6127e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10130 tensor(3.5968e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10140 tensor(3.5811e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10150 tensor(3.5654e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10160 tensor(3.5499e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10170 tensor(3.5345e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10180 tensor(3.5191e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10190 tensor(3.5039e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10200 tensor(3.4887e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10210 tensor(3.4737e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10220 tensor(3.4587e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10230 tensor(3.4438e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10240 tensor(3.4290e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10250 tensor(3.4143e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10260 tensor(3.3997e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10270 tensor(3.3852e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10280 tensor(3.3708e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10290 tensor(3.3565e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10300 tensor(3.3422e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10310 tensor(3.3280e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10320 tensor(3.3139e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10330 tensor(3.2999e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10340 tensor(3.2860e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10350 tensor(3.2722e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10360 tensor(3.2584e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10370 tensor(3.2447e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10380 tensor(3.2311e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10390 tensor(3.2176e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10400 tensor(3.2041e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10410 tensor(3.1907e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10420 tensor(3.1774e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10430 tensor(3.1642e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10440 tensor(3.1511e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10450 tensor(3.1380e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10460 tensor(3.1250e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10470 tensor(3.1120e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10480 tensor(3.0991e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10490 tensor(3.0863e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10500 tensor(3.0736e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10510 tensor(3.0609e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10520 tensor(3.0484e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10530 tensor(3.0358e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10540 tensor(3.0234e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10550 tensor(3.0110e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10560 tensor(2.9986e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10570 tensor(2.9863e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10580 tensor(2.9741e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10590 tensor(2.9620e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10600 tensor(2.9499e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10610 tensor(2.9379e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10620 tensor(2.9259e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10630 tensor(2.9140e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10640 tensor(2.9022e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10650 tensor(2.8904e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10660 tensor(2.8787e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10670 tensor(2.8670e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10680 tensor(2.8554e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10690 tensor(2.8438e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10700 tensor(2.8323e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10710 tensor(2.8209e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10720 tensor(2.8095e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10730 tensor(2.7982e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10740 tensor(2.7869e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10750 tensor(2.7757e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10760 tensor(2.7645e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10770 tensor(2.7534e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10780 tensor(2.7423e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10790 tensor(2.7313e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10800 tensor(2.7203e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10810 tensor(2.7094e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10820 tensor(2.6985e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10830 tensor(2.6877e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10840 tensor(2.6770e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10850 tensor(2.6662e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10860 tensor(2.6556e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10870 tensor(2.6449e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10880 tensor(2.6344e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10890 tensor(2.6238e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10900 tensor(2.6134e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10910 tensor(2.6029e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10920 tensor(2.5925e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10930 tensor(2.5822e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10940 tensor(2.5719e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10950 tensor(2.5616e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10960 tensor(2.5514e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10970 tensor(2.5412e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10980 tensor(2.5311e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
10990 tensor(2.5210e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11000 tensor(2.5110e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11010 tensor(2.5010e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11020 tensor(2.4910e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11030 tensor(2.4811e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11040 tensor(2.4713e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11050 tensor(2.4614e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11060 tensor(2.4516e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11070 tensor(2.4419e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11080 tensor(2.4322e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11090 tensor(2.4225e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11100 tensor(2.4129e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11110 tensor(2.4033e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11120 tensor(2.3937e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11130 tensor(2.3842e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11140 tensor(2.3747e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11150 tensor(2.3653e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11160 tensor(2.3559e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11170 tensor(2.3465e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11180 tensor(2.3372e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11190 tensor(2.3279e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11200 tensor(2.3186e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11210 tensor(2.3094e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11220 tensor(2.3002e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11230 tensor(2.2911e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11240 tensor(2.2820e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11250 tensor(2.2729e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11260 tensor(2.2639e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11270 tensor(2.2549e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11280 tensor(2.2459e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11290 tensor(2.2370e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11300 tensor(2.2281e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11310 tensor(2.2192e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11320 tensor(2.2104e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11330 tensor(2.2016e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11340 tensor(2.1928e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11350 tensor(2.1841e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11360 tensor(2.1754e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11370 tensor(2.1667e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11380 tensor(2.1581e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11390 tensor(2.1495e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11400 tensor(2.1409e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11410 tensor(2.1323e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11420 tensor(2.1238e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11430 tensor(2.1154e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
11440 tensor(2.1069e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
